Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
48.135.62,False,False,True,1208,774,The American Wing,1948,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1740–70,1740,1770,Brass,H. 7 3/4 in. (19.7 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1208,https://www.wikidata.org/wiki/Q116372475,,"Metropolitan Museum of Art, New York, NY",,,
48.135.73,False,False,False,1209,774,The American Wing,1948,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,ca. 1910,1907,1910,Pewter,H. 6 in. (15.2 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1209,https://www.wikidata.org/wiki/Q116390505,,"Metropolitan Museum of Art, New York, NY",,,
48.135.74a–c,False,False,True,1210,,The American Wing,1948,Candlestick,Candlestick,British or Irish,,,,,,,,,,,,,,,,,,ca. 1790,1787,1790,Blown glass,H. 10 7/8 in. (27.6 cm),"Bequest of Adeline R. Brown, 1947",Possibly made in|Possibly made in,,,,England|Ireland,,,,,,,,,http://www.metmuseum.org/art/collection/search/1210,,,"Metropolitan Museum of Art, New York, NY",,,
48.135.75a–c,False,False,True,1211,,The American Wing,1948,Candlestick,Candlestick,British or Irish,,,,,,,,,,,,,,,,,,ca. 1790,1787,1790,Blown glass,H. 10 7/8 in. (27.6 cm),"Bequest of Adeline R. Brown, 1947",Possibly made in|Possibly made in,,,,England|Ireland,,,,,,,,,http://www.metmuseum.org/art/collection/search/1211,,,"Metropolitan Museum of Art, New York, NY",,,
48.135.76a–c,False,False,False,1212,,The American Wing,1948,Candlestick,Candlestick,British,,,,,,,,,,,,,,,,,,ca. 1790,1787,1790,Cut glass,H. 10 3/8 in. (26.4 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1212,,,"Metropolitan Museum of Art, New York, NY",,,
51.171.24,False,False,True,1213,774,The American Wing,1951,Candlestick,Candlestick,American,,,,,,,,,,,,,,,,,,1830–35,1830,1835,Lacy pressed glass,H. 6 15/16 in. (17.6 cm),"Gift of Mrs. Charles W. Green, in memory of Dr. Charles W. Green, 1951",Made in,,,,United States,New England ,,,,,,,,http://www.metmuseum.org/art/collection/search/1213,https://www.wikidata.org/wiki/Q116372459,,"Metropolitan Museum of Art, New York, NY",,,
51.171.32,False,False,True,1214,774,The American Wing,1951,Candlestick,Candlestick,American,,,,,,,,,,,,,,,,,,1830–35,1830,1835,Lacy pressed glass,H. 8 15/16 in. (22.7 cm),"Gift of Mrs. Charles W. Green, in memory of Dr. Charles W. Green, 1951",Made in,,,,United States,New England ,,,,,,,,http://www.metmuseum.org/art/collection/search/1214,https://www.wikidata.org/wiki/Q116372463,,"Metropolitan Museum of Art, New York, NY",,,
51.171.94,False,False,False,1215,774,The American Wing,1951,Candlestick,Candlestick,American,,,,,,,,,,,,,,,,,,1830–1900,1830,1900,Pressed blue glass,H. 7 1/16 in. (17.9 cm),"Gift of Mrs. Charles W. Green, in memory of Dr. Charles W. Green, 1951",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1215,https://www.wikidata.org/wiki/Q116390512,,"Metropolitan Museum of Art, New York, NY",,,
66.10.33,False,False,True,1216,734,The American Wing,1966,Candlestick,Candlestick,"American, Shaker",,,,,8737,Maker," ",United Society of Believers in Christ’s Second Appearing (“Shakers”),"American, active ca. 1750–present"," ",United Society of Believers in Christ’s Second Appearing,American,1750      ,9999      ,,(not assigned),https://www.wikidata.org/wiki/Q1370167,1820–60,1820,1860,Tin,H. 6 in. (15.2 cm); Diam. 3 5/8 in. (9.2 cm),"Friends of the American Wing Fund, 1966",Made in,New Lebanon,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1216,https://www.wikidata.org/wiki/Q116372468,,"Metropolitan Museum of Art, New York, NY",,,
1971.180.119,False,False,False,1217,774,The American Wing,1971,Candlestick,Candlestick,Chinese,,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Porcelain,5 3/16 x 6 1/16 in. (13.2 x 15.4 cm),"Bequest of Flora E. Whiting, 1971",Made in,,,,China,,,,,,,,,http://www.metmuseum.org/art/collection/search/1217,https://www.wikidata.org/wiki/Q116390515,,"Metropolitan Museum of Art, New York, NY",Elephants|Flowers,http://vocab.getty.edu/page/aat/300250160|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q7378|https://www.wikidata.org/wiki/Q506
1984.133,False,False,True,1218,774,The American Wing,1984,Candlestick,Candlestick,American,,,,,,,,,,,,,,,,,,1845–60,1845,1860,Porcelain,H. 9 7/8 in. (25.1 cm); Diam. 3 15/16 in. (10 cm),"Friends of the American Wing Fund, 1984",Made in,Trenton,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1218,https://www.wikidata.org/wiki/Q116372469,,"Metropolitan Museum of Art, New York, NY",,,
46.140.296,False,False,True,1219,774,The American Wing,1946,Candlestick,Candlestick,American,,,,,113,Maker," ",Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts"," ",Boston and Sandwich Glass Company ,American,1825      ,1888      ,,http://vocab.getty.edu/page/ulan/500334773,https://www.wikidata.org/wiki/Q4948224,1835–40,1835,1840,Pressed amethyst glass,H. 6 15/16 in. (17.6 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Sandwich,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1219,https://www.wikidata.org/wiki/Q116372465,,"Metropolitan Museum of Art, New York, NY",,,
46.140.360,False,False,True,1220,774,The American Wing,1946,Candlestick,Candlestick,American,,,,,113,Maker," ",Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts"," ",Boston and Sandwich Glass Company ,American,1825      ,1888      ,,http://vocab.getty.edu/page/ulan/500334773,https://www.wikidata.org/wiki/Q4948224,ca. 1840,1837,1840,Pressed glass,H. 8 1/2 in. (21.6 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Sandwich,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1220,https://www.wikidata.org/wiki/Q116372464,,"Metropolitan Museum of Art, New York, NY",Dolphins,http://vocab.getty.edu/page/aat/300250159,https://www.wikidata.org/wiki/Q7369
41.99.4,False,False,True,1221,774,The American Wing,1941,Candlestick,Candlestick,,,,,,130,Maker," ",E. Durnall," "," ","Durnall, E."," ","          ",9999      ,,,,1750–60,1750,1760,Brass,H. 7 5/8 in. (19.4 cm),"Gift of James De Lancey Verplanck and John Bayard Rodgers Verplanck, 1941",Probably made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1221,https://www.wikidata.org/wiki/Q116372461,,"Metropolitan Museum of Art, New York, NY",,,
41.160.36,False,False,True,1222,774,The American Wing,1941,Candlestick,Candlestick,Mexican,,,,,131,Maker," ",Diego Gonzales de la Cueva," "," ","Gonzales, de la Cueva Diego"," ",1733      ,1778      ,,,,1700–1800,1700,1800,Silver,"Overall: 7 3/16 in. (18.3 cm); 19 oz. 7 dwt. (601.9 g)
Base: Diam. 4 7/8 in. (12.4 cm)","Bequest of W. Gedney Beatty, 1941",Made in,,,,Mexico,,,,,,,,,http://www.metmuseum.org/art/collection/search/1222,https://www.wikidata.org/wiki/Q116372460,,"Metropolitan Museum of Art, New York, NY",,,
"57.153a, b",False,False,True,1223,750,The American Wing,1957,Candlestick,Candlestick,American,,,,,124,Maker," ",Cornelius Kierstede,1674–ca. 1757," ","Kierstede, Cornelius",American,1674      ,1760      ,,http://vocab.getty.edu/page/ulan/500068837,https://www.wikidata.org/wiki/Q67131647,ca. 1705,1702,1708,Silver,"Overall: 11 7/16 x 6 1/2 x 6 1/2 in. (29.1 x 16.5 x 16.5 cm); 25 6 oz. (808.3 g)
Without bobeche: H. 10 15/16 in. (27.8 cm); 22 oz. 17 dwt. (710.9 g)
Bobeche: 2 1/4 x 2 13/16 x 2 13/16 in. (5.7 x 7.1 x 7.1 cm); 3 oz. 3 dwt. (97.4 g)","Gift of Robert L. Cammann, 1957",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1223,https://www.wikidata.org/wiki/Q116372456,,"Metropolitan Museum of Art, New York, NY",Human Figures|Birds,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q5113
"64.83a, b",False,False,True,1224,750,The American Wing,1964,Candlestick,Candlestick,American,,,,,124,Maker," ",Cornelius Kierstede,1674–ca. 1757," ","Kierstede, Cornelius",American,1674      ,1760      ,,http://vocab.getty.edu/page/ulan/500068837,https://www.wikidata.org/wiki/Q67131647,ca. 1705,1702,1708,Silver,"Overall: 11 3/4 x 6 7/16 x 6 7/16 in. (29.8 x 16.4 x 16.4 cm); 26 oz. 2 dwt. (811.9 g)
Candlestick (without bobeche): H. 11 1/4 in. (28.6 cm); 22 oz. 18 dwt. (712.9 g)
Bobeche: 2 3/16 x 2 13/16 x 2 3/4 in. (5.6 x 7.1 x 7 cm); 3 oz. 4 dwt. (99 g)","Gift of Mrs. Clermont L. Barnwell, 1964",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1224,https://www.wikidata.org/wiki/Q116372457,,"Metropolitan Museum of Art, New York, NY",,,
1974.214.20,False,False,False,1225,774,The American Wing,1974,Candlestick,Candlestick,American,,,,,16254216254016254,Designer|Manufacturer|Maker,Designed by|Attributed to| ,Louis C. Tiffany|Tiffany Glass and Decorating Company|Tiffany Studios,"American, New York 1848–1933 New York|American, 1892–1902|1902–32"," |or| ","Tiffany, Louis C.|Tiffany Glass and Decorating Company|Tiffany Studios ",American|American| ,1848      |1892      |1902      ,1933      |1902      |1932      ,||,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331512|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950||https://www.wikidata.org/wiki/Q19587243,ca. 1900,1897,1903,Glass,H. 7 1/4 in. (18.4 cm); Diam. 4 3/8 in. (11.1 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1225,https://www.wikidata.org/wiki/Q116372455,,"Metropolitan Museum of Art, New York, NY",,,
1994.50,False,True,True,1226,773,The American Wing,1994,Sculpture,Rodman de Kay Gilder,American,,,,,16236,Artist," ",Augustus Saint-Gaudens,"American, Dublin 1848–1907 Cornish, New Hampshire"," ","Saint-Gaudens, Augustus",American,1848      ,1907      ,,http://vocab.getty.edu/page/ulan/500124332,https://www.wikidata.org/wiki/Q770625,"1879, cast probably 1880",1879,1880,Bronze,13 1/2 x 16 7/8 in. (34.3 x 42.9 cm),"Purchase, Morris K. Jesup Fund and Mr. and Mrs. Richard J. Schwartz Gift, 1994",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/1226,https://www.wikidata.org/wiki/Q83560040,,"Metropolitan Museum of Art, New York, NY",Girls|Profiles,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q4382010
92.10.96a,False,False,True,1227,,The American Wing,1892,Medal,Congressional Medal to C. W. Field for the Successful Laying of the Atlantic Cable,American,,,,,,,,,,,,,,,,,,1867,1867,1867,Gold,Diam. 2 5/8 in. (6.7 cm),"Gift of Cyrus W. Field, 1892",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/1227,,,"Metropolitan Museum of Art, New York, NY",Lions|Men|Women|Globes|Transatlantic Cable,http://vocab.getty.edu/page/aat/300310388|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300028089| ,https://www.wikidata.org/wiki/Q140|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q133792|https://www.wikidata.org/wiki/Q2395922
07.251.29,False,False,True,1228,,The American Wing,1907,Medal,"Centennial of Washington's Inauguration, 1889",American,,,,,131,Artist," ",Joseph H. Merriam," "," ","Merriam, Joseph H.",American,"          ","          ",,,,1889,1889,1889,White metal,Diam. 1 3/8 in. (3.5 cm),"Gift of Mr. and Mrs. F. S. Wait, 1907",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/1228,,,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles,http://vocab.getty.edu/page/ulan/500126198|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q23|https://www.wikidata.org/wiki/Q4382010
34.82.2,False,False,False,1229,,The American Wing,1934,Medal,Mr. and Mrs. Robert W. de Forest,American,,,,,16374,Artist," ",Evelyn Beatrice Longman,"American, Winchester, Ohio 1874–1954 Osterville, Massachusetts"," ","Longman, Evelyn Beatrice",American,1874      ,1954      ,Female,http://vocab.getty.edu/page/ulan/500017112,https://www.wikidata.org/wiki/Q431475,1922,1922,1922,Bronze and gold leaf,Diam. 2 1/16 in. (5.2 cm),"Gift of Mrs. Robert W. de Forest, 1934",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/1229,https://www.wikidata.org/wiki/Q98224427,,"Metropolitan Museum of Art, New York, NY",Men|Profiles|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010|https://www.wikidata.org/wiki/Q467
46.140.320,False,False,True,1230,706,The American Wing,1946,Candlestick,Candlestick,American,,,,,1314108,Designer|Manufacturer,Designed by|Manufactured by,Henry Whitney|New England Glass Company," |American, East Cambridge, Massachusetts, 1818–1888"," | ","Whitney, Henry|New England Glass Company ",American|American,"          |1818      ",9999      |1888      ,|,|http://vocab.getty.edu/page/ulan/500356007,|https://www.wikidata.org/wiki/Q17083157,1870–75,1870,1875,Pressed glass,H. 9 5/8 in. (24.4 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,East Cambridge,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1230,https://www.wikidata.org/wiki/Q116372453,,"Metropolitan Museum of Art, New York, NY",Caryatids,http://vocab.getty.edu/page/aat/300001583,https://www.wikidata.org/wiki/Q208120
61.231.1,False,False,False,1231,774,The American Wing,1961,Candlestick,Candlestick,American,,,,,130,Maker," ",Cornelius and Company,1838–1851," ",Cornelius and Company ,American,1838      ,1851      ,,,,1840–50,1840,1850,"Gilt metal, marble, crystal",16 7/8 x 4 3/4 x 3 3/8 in. (42.9 x 12.1 x 8.6 cm),"Gift of Mary E. Steers, 1961",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1231,https://www.wikidata.org/wiki/Q116390516,,"Metropolitan Museum of Art, New York, NY",,,
61.231.2,False,False,False,1232,774,The American Wing,1961,Candlestick,Candlestick,American,,,,,130,Maker," ",Cornelius and Company,1838–1851," ",Cornelius and Company ,American,1838      ,1851      ,,,,1840–50,1840,1850,"Gilt metal, marble, crystal",16 7/8 x 4 3/4 x 3 3/8 in. (42.9 x 12.1 x 8.6 cm),"Gift of Mary E. Steers, 1961",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1232,https://www.wikidata.org/wiki/Q116390519,,"Metropolitan Museum of Art, New York, NY",,,
24.116.6,False,False,True,1235,,The American Wing,1924,Candlestick,Candlestick,British,,,,,,,,,,,,,,,,,,1800–1830,1800,1830,"Metal, earthenware, glass",H. 12 in. (30.5 cm); Diam. 4 7/16 in. (11.3 cm),"Bequest of Miss Emilie Ogden, 1924",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1235,,,"Metropolitan Museum of Art, New York, NY",,,
24.116.7,False,False,True,1236,,The American Wing,1924,Candlestick,Candlestick,British,,,,,,,,,,,,,,,,,,1800–1830,1800,1830,"Metal, earthenware, glass",H. 12 in. (30.5 cm); Diam. 4 7/16 in. (11.3 cm),"Bequest of Miss Emilie Ogden, 1924",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1236,,,"Metropolitan Museum of Art, New York, NY",Human Figures,http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q5937779
35.124.1,False,False,True,1241,704,The American Wing,1935,Candlestick,Candlestick,American,,,,,,,,,,,,,,,,,,1830–55,1830,1855,Blown glass,H. 9 1/8 in. (23.2 cm),"Rogers Fund, 1935",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1241,https://www.wikidata.org/wiki/Q116372450,,"Metropolitan Museum of Art, New York, NY",,,
35.124.2,False,False,True,1242,704,The American Wing,1935,Candlestick,Candlestick,American,,,,,,,,,,,,,,,,,,1830–55,1830,1855,Blown glass,H. 9 1/8 in. (23.2 cm),"Rogers Fund, 1935",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1242,https://www.wikidata.org/wiki/Q116372443,,"Metropolitan Museum of Art, New York, NY",,,
36.148.1,False,False,True,1243,774,The American Wing,1936,Candlestick,Candlestick,American,,,,,,,,,,,,,,,,,,1840–60,1840,1860,Yellow glass,H. 10 3/8 in. (26.4 cm),"Rogers Fund, 1936",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1243,https://www.wikidata.org/wiki/Q116372448,,"Metropolitan Museum of Art, New York, NY",Dolphins,http://vocab.getty.edu/page/aat/300250159,https://www.wikidata.org/wiki/Q7369
36.148.2,False,False,True,1244,774,The American Wing,1936,Candlestick,Candlestick,American,,,,,,,,,,,,,,,,,,1840–60,1840,1860,Yellow glass,H. 10 3/8 in. (26.4 cm),"Rogers Fund, 1936",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1244,https://www.wikidata.org/wiki/Q116372449,,"Metropolitan Museum of Art, New York, NY",Dolphins,http://vocab.getty.edu/page/aat/300250159,https://www.wikidata.org/wiki/Q7369
38.138.1,False,False,True,1245,774,The American Wing,1938,Candlestick,Candlestick,American,,,,,,,,,,,,,,,,,,ca. 1720,1717,1720,Brass,H. 6 in. (15.2 cm),"Gift of Allan B. A. Bradley, 1938",Probably made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1245,https://www.wikidata.org/wiki/Q116372445,,"Metropolitan Museum of Art, New York, NY",,,
38.138.2,False,False,True,1246,774,The American Wing,1938,Candlestick,Candlestick,American,,,,,,,,,,,,,,,,,,ca. 1720,1717,1720,Brass,H. 6 in. (15.2 cm),"Gift of Allan B. A. Bradley, 1938",Probably made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1246,https://www.wikidata.org/wiki/Q116372447,,"Metropolitan Museum of Art, New York, NY",,,
41.160.387,False,False,True,1247,729,The American Wing,1941,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Brass,H. 6 1/2 in. (16.5 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/1247,https://www.wikidata.org/wiki/Q116234869,,"Metropolitan Museum of Art, New York, NY",,,
41.160.388,False,False,True,1248,729,The American Wing,1941,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Brass,H. 6 1/2 in. (16.5 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/1248,https://www.wikidata.org/wiki/Q116234872,,"Metropolitan Museum of Art, New York, NY",,,
46.67.3,False,False,True,1249,774,The American Wing,1946,Candlestick,Candlestick,British,,,,,,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",H. 6 1/4 in. (15.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1249,https://www.wikidata.org/wiki/Q116372444,,"Metropolitan Museum of Art, New York, NY",,,
46.67.4,False,False,True,1250,774,The American Wing,1946,Candlestick,Candlestick,British,,,,,,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",H. 6 1/4 in. (15.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1250,https://www.wikidata.org/wiki/Q116372429,,"Metropolitan Museum of Art, New York, NY",,,
"46.67.61a, b",False,False,False,1251,774,The American Wing,1946,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Brass,H. 9 5/8 in. (24.4 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,France,,,,,,,,,http://www.metmuseum.org/art/collection/search/1251,https://www.wikidata.org/wiki/Q116390523,,"Metropolitan Museum of Art, New York, NY",,,
"46.67.62a, b",False,False,False,1252,774,The American Wing,1946,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Brass,H. 9 5/8 in. (24.4 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,France,,,,,,,,,http://www.metmuseum.org/art/collection/search/1252,https://www.wikidata.org/wiki/Q116390526,,"Metropolitan Museum of Art, New York, NY",,,
"46.67.63a, b",False,False,False,1253,,The American Wing,1946,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Brass,H. 11 in. (27.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1253,,,"Metropolitan Museum of Art, New York, NY",,,
"46.67.64a, b",False,False,False,1254,774,The American Wing,1946,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Brass,H. 11 in. (27.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1254,https://www.wikidata.org/wiki/Q116390530,,"Metropolitan Museum of Art, New York, NY",,,
46.140.331,False,False,True,1255,774,The American Wing,1946,Candlestick,Candlestick,American,,,,,,,,,,,,,,,,,,1840–60,1840,1860,Pressed glass,H. 5 1/16 in. (12.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,,,,United States,New England ,,,,,,,,http://www.metmuseum.org/art/collection/search/1255,https://www.wikidata.org/wiki/Q116372440,,"Metropolitan Museum of Art, New York, NY",,,
46.140.332,False,False,True,1256,774,The American Wing,1946,Candlestick,Candlestick,American,,,,,,,,,,,,,,,,,,1840–60,1840,1860,Pressed glass,H. 5 1/8 in. (13 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,,,,United States,New England ,,,,,,,,http://www.metmuseum.org/art/collection/search/1256,https://www.wikidata.org/wiki/Q116372442,,"Metropolitan Museum of Art, New York, NY",,,
46.140.734,False,False,True,1257,774,The American Wing,1946,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1257,https://www.wikidata.org/wiki/Q116372436,,"Metropolitan Museum of Art, New York, NY",,,
46.140.735,False,False,True,1258,774,The American Wing,1946,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1258,https://www.wikidata.org/wiki/Q116372441,,"Metropolitan Museum of Art, New York, NY",,,
46.140.736,False,False,True,1259,774,The American Wing,1946,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1259,https://www.wikidata.org/wiki/Q116372438,,"Metropolitan Museum of Art, New York, NY",,,
46.140.737,False,False,True,1260,774,The American Wing,1946,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1260,https://www.wikidata.org/wiki/Q116372433,,"Metropolitan Museum of Art, New York, NY",,,
48.135.37,False,False,False,1261,774,The American Wing,1948,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1710–20,1710,1720,Brass,H. 6 1/4 in. (15.9 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1261,https://www.wikidata.org/wiki/Q116390533,,"Metropolitan Museum of Art, New York, NY",,,
48.135.38,False,False,False,1262,774,The American Wing,1948,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,1710–20,1710,1720,Brass,H. 6 1/4 in. (15.9 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1262,https://www.wikidata.org/wiki/Q116390535,,"Metropolitan Museum of Art, New York, NY",,,
48.135.45,False,False,True,1263,774,The American Wing,1948,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,ca. 1760,1757,1760,Brass,H. 5 1/4 in. (13.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1263,https://www.wikidata.org/wiki/Q116372430,,"Metropolitan Museum of Art, New York, NY",,,
48.135.46,False,False,True,1264,774,The American Wing,1948,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,ca. 1760,1757,1760,Brass,H. 5 1/4 in. (13.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1264,https://www.wikidata.org/wiki/Q116372431,,"Metropolitan Museum of Art, New York, NY",,,
48.135.47,False,False,False,1265,774,The American Wing,1948,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,ca. 1750,1747,1750,Brass,H. 8 3/8 in. (21.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1265,https://www.wikidata.org/wiki/Q116390539,,"Metropolitan Museum of Art, New York, NY",,,
48.135.48,False,False,False,1266,774,The American Wing,1948,Candlestick,Candlestick,,,,,,,,,,,,,,,,,,,ca. 1750,1747,1750,Brass,H. 8 3/8 in. (21.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/1266,https://www.wikidata.org/wiki/Q116390541,,"Metropolitan Museum of Art, New York, NY",,,
